,entity_id,entity_label,score,in_training,in_validation,in_testing,from_kge,from_atom
43,12422,<http://dbpedia.org/resource/Warner_Bros._Interactive_Entertainment>,-3.7045254707336426,False,False,False,True,Artist(y)
44,8971,<http://dbpedia.org/resource/Pulitzer_Prize_for_Fiction>,-3.725719928741455,False,False,False,True,Artist(y)
45,419,<http://dbpedia.org/resource/Albert_Nobbs>,-3.7487220764160156,False,False,False,True,Artist(y)
46,5750,<http://dbpedia.org/resource/John_Debney>,-3.7728946208953857,False,False,False,True,Artist(y)
47,5966,<http://dbpedia.org/resource/Jules_White>,-3.841948986053467,False,False,False,True,Artist(y)
48,9685,<http://dbpedia.org/resource/Saint_Joseph's_University>,-3.8635306358337402,False,False,False,True,Artist(y)
49,11572,<http://dbpedia.org/resource/Tin_whistle>,-3.8732595443725586,False,False,False,True,Artist(y)
50,4724,<http://dbpedia.org/resource/Hartlepool_United_F.C.>,-3.8810226917266846,False,False,False,True,Artist(y)
51,5367,<http://dbpedia.org/resource/Jakarta>,-3.8872976303100586,False,False,False,True,Artist(y)
52,12850,<http://dbpedia.org/resource/İzmir>,-3.9031271934509277,False,False,False,True,Artist(y)
53,90,<http://dbpedia.org/resource/3:10_to_Yuma_(2007_film)>,-3.91294527053833,False,False,False,True,Artist(y)
54,9514,<http://dbpedia.org/resource/Romford>,-3.914127826690674,False,False,False,True,Artist(y)
55,7345,<http://dbpedia.org/resource/Metro_Detroit>,-3.9276790618896484,False,False,False,True,Artist(y)
56,8316,<http://dbpedia.org/resource/Osaka_Prefecture>,-3.935823440551758,False,False,False,True,Artist(y)
57,6269,<http://dbpedia.org/resource/Knight_and_Day>,-3.9599573612213135,False,False,False,True,Artist(y)
58,8907,<http://dbpedia.org/resource/Professional_wrestling>,-3.9618513584136963,False,False,False,True,Artist(y)
59,11647,<http://dbpedia.org/resource/Tonino_Guerra>,-3.9642996788024902,False,False,False,True,Artist(y)
60,1714,<http://dbpedia.org/resource/Bucknell_University>,-3.9903790950775146,False,False,False,True,Artist(y)
61,9393,<http://dbpedia.org/resource/Robert_F._McGowan>,-4.003880977630615,False,False,False,True,Artist(y)
62,5416,<http://dbpedia.org/resource/James_Poyser>,-4.012057304382324,False,False,False,True,Artist(y)
63,1607,<http://dbpedia.org/resource/Brian_Helgeland>,-4.052099704742432,False,False,False,True,Artist(y)
64,12703,"<http://dbpedia.org/resource/Worcester,_Massachusetts>",-4.056910514831543,False,False,False,True,Artist(y)
65,9946,<http://dbpedia.org/resource/Seattle_SuperSonics>,-4.113783836364746,False,False,False,True,Artist(y)
66,6096,<http://dbpedia.org/resource/Kathy_Griffin>,-4.28898811340332,False,False,False,True,Artist(y)
67,7248,"<http://dbpedia.org/resource/McLennan_County,_Texas>",-4.310922622680664,False,False,False,True,Artist(y)
68,3686,<http://dbpedia.org/resource/European_theatre_of_World_War_I>,-4.312905788421631,False,False,False,True,Artist(y)
69,9285,<http://dbpedia.org/resource/Richard_M._Sherman>,-4.369022369384766,False,False,False,True,Artist(y)
70,1988,<http://dbpedia.org/resource/Cast_Away>,-4.372978687286377,False,False,False,True,Artist(y)
71,6319,<http://dbpedia.org/resource/Kuomintang>,-4.401165962219238,False,False,False,True,Artist(y)
72,8760,<http://dbpedia.org/resource/Poltergeist_(1982_film)>,-4.455913543701172,False,False,False,True,Artist(y)
73,3633,<http://dbpedia.org/resource/Erich_Ludendorff>,-4.46434211730957,False,False,False,True,Artist(y)
74,647,<http://dbpedia.org/resource/Andrew_Gold>,-4.716580390930176,False,False,False,True,Artist(y)
75,6493,<http://dbpedia.org/resource/Lebanese_Americans>,-4.883738994598389,False,False,False,True,Artist(y)
76,3432,<http://dbpedia.org/resource/Edie_McClurg>,-4.911328315734863,False,False,False,True,Artist(y)
