,entity_id,entity_label,score,in_training,in_validation,in_testing,from_kge,from_atom
26,11731,<http://dbpedia.org/resource/Transformers:_Dark_of_the_Moon>,-2.3614964485168457,False,False,False,True,Athlete(x)
27,7769,<http://dbpedia.org/resource/My_Sister's_Keeper_(film)>,-2.391326904296875,False,False,False,True,Athlete(x)
28,10247,<http://dbpedia.org/resource/Snow_White_and_the_Huntsman>,-2.410393714904785,False,False,False,True,Athlete(x)
29,5913,<http://dbpedia.org/resource/Joseph_LaShelle>,-2.4242630004882812,False,False,False,True,Athlete(x)
30,8205,<http://dbpedia.org/resource/Odense_Boldklub>,-2.426513195037842,False,False,False,True,Athlete(x)
31,3111,<http://dbpedia.org/resource/Diane_Sawyer>,-2.4265737533569336,False,False,False,True,Athlete(x)
32,2040,<http://dbpedia.org/resource/Century_Media_Records>,-2.428792715072632,False,False,False,True,Athlete(x)
33,3402,<http://dbpedia.org/resource/Eastman_School_of_Music>,-2.4730029106140137,False,False,False,True,Athlete(x)
34,11684,<http://dbpedia.org/resource/Tori_Spelling>,-2.477917194366455,False,False,False,True,Athlete(x)
35,11261,<http://dbpedia.org/resource/The_NeverEnding_Story_(film)>,-2.480778694152832,False,False,False,True,Athlete(x)
36,1977,<http://dbpedia.org/resource/Case_Western_Reserve_University>,-2.4850239753723145,False,False,False,True,Athlete(x)
37,7971,<http://dbpedia.org/resource/New_York_State_Senate>,-2.493482828140259,False,False,False,True,Athlete(x)
38,7091,<http://dbpedia.org/resource/Mark_Knopfler>,-2.4956932067871094,False,False,False,True,Athlete(x)
39,3234,<http://dbpedia.org/resource/Dorothy_Malone>,-2.5129637718200684,False,False,False,True,Athlete(x)
40,9266,<http://dbpedia.org/resource/Richard_Curtis>,-2.5256290435791016,False,False,False,True,Athlete(x)
41,11506,<http://dbpedia.org/resource/Thomas_Hardy>,-2.5507094860076904,False,False,False,True,Athlete(x)
42,4001,"<http://dbpedia.org/resource/Franklin_County,_Pennsylvania>",-2.649712562561035,False,False,False,True,Athlete(x)
43,7972,<http://dbpedia.org/resource/New_York_Stories>,-2.8761117458343506,False,False,False,True,Athlete(x)
44,1749,<http://dbpedia.org/resource/Burt_Bacharach>,-2.95419979095459,False,False,False,True,Athlete(x)
45,10306,<http://dbpedia.org/resource/Sophie_Thompson>,-3.0388784408569336,False,False,False,True,Athlete(x)
46,12427,<http://dbpedia.org/resource/Warren_Beatty>,-3.040191888809204,False,False,False,True,Athlete(x)
47,6484,<http://dbpedia.org/resource/LeVar_Burton>,-3.041001558303833,False,False,False,True,Athlete(x)
48,11371,<http://dbpedia.org/resource/The_Spiderwick_Chronicles_(film)>,-3.047271966934204,False,False,False,True,Athlete(x)
49,3379,"<http://dbpedia.org/resource/East_Lansing,_Michigan>",-3.0507352352142334,False,False,False,True,Athlete(x)
50,1629,<http://dbpedia.org/resource/Brisbane>,-3.055574893951416,False,False,False,True,Athlete(x)
51,11826,<http://dbpedia.org/resource/Two_and_a_Half_Men>,-3.0797958374023438,False,False,False,True,Athlete(x)
52,697,<http://dbpedia.org/resource/Anita_Baker>,-3.090412139892578,False,False,False,True,Athlete(x)
53,6867,<http://dbpedia.org/resource/MTV_Movie_Award_for_Best_Villain>,-3.1261725425720215,False,False,False,True,Athlete(x)
54,10439,<http://dbpedia.org/resource/St._Louis_Blues>,-3.181370258331299,False,False,False,True,Athlete(x)
55,5118,<http://dbpedia.org/resource/Imperial_Russian_Army>,-3.193763256072998,False,False,False,True,Athlete(x)
56,3032,<http://dbpedia.org/resource/Dell>,-3.243525505065918,False,False,False,True,Athlete(x)
57,948,<http://dbpedia.org/resource/Augustus>,-3.2520534992218018,False,False,False,True,Athlete(x)
58,11642,"<http://dbpedia.org/resource/Tompkins_County,_New_York>",-3.2748727798461914,False,False,False,True,Athlete(x)
59,5145,<http://dbpedia.org/resource/Indian_Rebellion_of_1857>,-3.2880477905273438,False,False,False,True,Athlete(x)
60,2558,<http://dbpedia.org/resource/Cornell_Law_School>,-3.292422294616699,False,False,False,True,Athlete(x)
61,11921,<http://dbpedia.org/resource/Universal_Pictures_Home_Entertainment>,-3.3064701557159424,False,False,False,True,Athlete(x)
62,12425,<http://dbpedia.org/resource/Warner_Music_Group>,-3.316983699798584,False,False,False,True,Athlete(x)
63,2192,<http://dbpedia.org/resource/China>,-3.3267388343811035,False,False,False,True,Athlete(x)
64,3102,<http://dbpedia.org/resource/Dial_M_for_Murder>,-3.3280258178710938,False,False,False,True,Athlete(x)
65,10501,<http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country>,-3.3484208583831787,False,False,False,True,Athlete(x)
66,2085,<http://dbpedia.org/resource/Charles_Rangel>,-3.3540501594543457,False,False,False,True,Athlete(x)
67,10098,<http://dbpedia.org/resource/Shirley_Ann_Russell>,-3.3629002571105957,False,False,False,True,Athlete(x)
68,11192,<http://dbpedia.org/resource/The_Last_Picture_Show>,-3.3646979331970215,False,False,False,True,Athlete(x)
69,6746,"<http://dbpedia.org/resource/Los_Angeles_County,_California>",-3.3697428703308105,False,False,False,True,Athlete(x)
70,11447,<http://dbpedia.org/resource/The_Wire_(season_5)>,-3.378837823867798,False,False,False,True,Athlete(x)
71,7499,<http://dbpedia.org/resource/Mike_Figgis>,-3.3816139698028564,False,False,False,True,Athlete(x)
72,11397,<http://dbpedia.org/resource/The_Tourist_(2010_film)>,-3.396085739135742,False,False,False,True,Athlete(x)
73,1756,<http://dbpedia.org/resource/Bury>,-3.414135456085205,False,False,False,True,Athlete(x)
74,4752,<http://dbpedia.org/resource/Hayden_Christensen>,-3.4317121505737305,False,False,False,True,Athlete(x)
75,7389,<http://dbpedia.org/resource/Michael_Gladis>,-3.432321071624756,False,False,False,True,Athlete(x)
76,10500,<http://dbpedia.org/resource/Star_Trek_V:_The_Final_Frontier>,-3.4351980686187744,False,False,False,True,Athlete(x)
77,8682,<http://dbpedia.org/resource/Pillow_Talk_(film)>,-3.4393837451934814,False,False,False,True,Athlete(x)
78,12215,<http://dbpedia.org/resource/Venezuela>,-3.44467830657959,False,False,False,True,Athlete(x)
79,5220,<http://dbpedia.org/resource/Ip_Man_(film)>,-3.4569931030273438,False,False,False,True,Athlete(x)
80,4672,<http://dbpedia.org/resource/Harare>,-3.4599595069885254,False,False,False,True,Athlete(x)
81,11383,<http://dbpedia.org/resource/The_Super_Dimension_Fortress_Macross>,-3.468130111694336,False,False,False,True,Athlete(x)
82,7465,<http://dbpedia.org/resource/Microsoft_Studios>,-3.4798974990844727,False,False,False,True,Athlete(x)
83,2139,<http://dbpedia.org/resource/Chemnitz>,-3.5117688179016113,False,False,False,True,Athlete(x)
84,2120,<http://dbpedia.org/resource/Chasing_Amy>,-3.5331382751464844,False,False,False,True,Athlete(x)
85,126,<http://dbpedia.org/resource/A.C._Perugia_Calcio>,-3.5394814014434814,False,False,False,True,Athlete(x)
86,9775,"<http://dbpedia.org/resource/San_Mateo,_California>",-3.5418200492858887,False,False,False,True,Athlete(x)
87,11054,<http://dbpedia.org/resource/The_Day_After_Tomorrow>,-3.5542171001434326,False,False,False,True,Athlete(x)
88,9529,<http://dbpedia.org/resource/Ronnie_Wood>,-3.6033878326416016,False,False,False,True,Athlete(x)
89,2122,"<http://dbpedia.org/resource/Chatham_County,_Georgia>",-3.605355739593506,False,False,False,True,Athlete(x)
90,3535,<http://dbpedia.org/resource/Elliott_Gould>,-3.6100001335144043,False,False,False,True,Athlete(x)
91,830,"<http://dbpedia.org/resource/Aroostook_County,_Maine>",-3.6315479278564453,False,False,False,True,Athlete(x)
92,3367,<http://dbpedia.org/resource/Earache_Records>,-3.642261028289795,False,False,False,True,Athlete(x)
93,1817,<http://dbpedia.org/resource/Calgary>,-3.642625331878662,False,False,False,True,Athlete(x)
94,7926,"<http://dbpedia.org/resource/New_Bedford,_Massachusetts>",-3.6673378944396973,False,False,False,True,Athlete(x)
95,3771,"<http://dbpedia.org/resource/Fairfax,_Virginia>",-3.6720261573791504,False,False,False,True,Athlete(x)
96,11308,<http://dbpedia.org/resource/The_Pride_of_the_Yankees>,-3.7068605422973633,False,False,False,True,Athlete(x)
97,9667,<http://dbpedia.org/resource/STV_(TV_channel)>,-3.726266860961914,False,False,False,True,Athlete(x)
98,6353,<http://dbpedia.org/resource/La_Vie_en_rose_(film)>,-3.739542007446289,False,False,False,True,Athlete(x)
99,2200,<http://dbpedia.org/resource/Chiranjeevi>,-3.7614688873291016,False,False,False,True,Athlete(x)
100,10635,<http://dbpedia.org/resource/Strictly_Ballroom>,-3.7652029991149902,False,False,False,True,Athlete(x)
101,2232,<http://dbpedia.org/resource/Chris_Paul>,-3.7778797149658203,False,False,False,True,Athlete(x)
102,10494,<http://dbpedia.org/resource/Star_Trek:_The_Original_Series>,-3.793457508087158,False,False,False,True,Athlete(x)
103,3703,"<http://dbpedia.org/resource/Everett,_Washington>",-3.806035041809082,False,False,False,True,Athlete(x)
104,3282,<http://dbpedia.org/resource/Dreamgirls_(film)>,-3.814070224761963,False,False,False,True,Athlete(x)
105,7745,<http://dbpedia.org/resource/Music_of_Japan>,-3.852980613708496,False,False,False,True,Athlete(x)
106,8770,<http://dbpedia.org/resource/Pontefract>,-3.8584907054901123,False,False,False,True,Athlete(x)
107,4642,"<http://dbpedia.org/resource/Hampton,_Virginia>",-3.88558292388916,False,False,False,True,Athlete(x)
